task,method,median_loss,mean_loss,std_loss,iqr_loss,median_rcu_hpo,median_rcu_total,n_seeds,rank,L_min,L_max,L_random,norm_regret,tier,is_author
L2/yahpo__lcbench__167152/yahpo,WL-CMA,0.1396256610751152,0.1494089260697365,0.018864358541791793,0.03093891590833664,1390.0506477844233,1402.508060491434,10,5.0,0.11609900370240211,0.18086949735879898,0.17604342103004456,0.3924745359375465,L2,True
L2/yahpo__lcbench__167168/yahpo,CMA-ES,0.5111095011234283,0.5257519453763961,0.059043126906193365,0.03935232758522034,0.8557965742625258,12.066052891165633,10,9.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.7225305416906692,L2,False
L2/yahpo__lcbench__167168/yahpo,DEHB,0.6427807211875916,0.6102674782276154,0.12117305577027747,0.17293453961610794,0.37058396914821407,10.852406969205454,10,11.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,1.0529917927390087,L2,False
L2/yahpo__lcbench__167168/yahpo,GP-BO,0.22321953624486923,0.2578596830368042,0.07906998516108635,0.007124017924070358,2215.5012690693616,2228.9849826135146,10,1.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.0,L2,False
L2/yahpo__lcbench__167168/yahpo,L-SHADE,0.48147228360176086,0.49414206147193906,0.10163020442873189,0.12913358211517334,0.7482754421314501,11.748242979606097,10,8.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.6481486686053479,L2,False
L2/yahpo__lcbench__167168/yahpo,Random,0.6216663122177124,0.5985298335552216,0.09935239163150268,0.08912000060081482,0.05841627389808555,11.079978678556257,10,10.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,1.0,L2,False
L2/yahpo__lcbench__167168/yahpo,SACMA-DAC,0.3231942504644394,0.3173274233937263,0.0635050146025179,0.04758200794458389,571.0375638977587,581.8191852380519,10,3.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.25091108837679266,L2,True
L2/yahpo__lcbench__167168/yahpo,SACMA-MAB,0.25345996022224426,0.2742320656776428,0.061591148848550575,0.06767064332962036,192.09802945499723,204.92783931180594,10,2.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.07589576776858177,L2,True
L2/yahpo__lcbench__167168/yahpo,SMAC,0.3835471421480179,0.39302788078784945,0.07378116758252382,0.04550191015005112,55.28858001261847,66.35694347889611,10,6.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.40238148623914594,L2,False
L2/yahpo__lcbench__167168/yahpo,Sigma-CMA,0.43851444125175476,0.45519407093524933,0.13002346861529443,0.19038354605436325,36.98990487320794,48.51158863550732,10,7.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.5403354173997867,L2,True
L2/yahpo__lcbench__167168/yahpo,TPE,0.34865328669548035,0.3857267588376999,0.06931087803809755,0.08780132979154587,18.036616340441896,29.75228702823528,10,4.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.31480678980110577,L2,False
L2/yahpo__lcbench__167168/yahpo,WL-CMA,0.3771606683731079,0.37411869168281553,0.08407211972846115,0.08809216320514679,1368.509691234602,1379.7785494738207,10,5.0,0.22321953624486923,0.6427807211875916,0.6216663122177124,0.3863530624695801,L2,True
L2/yahpo__lcbench__168868/yahpo,CMA-ES,0.062194228172302246,0.06383015215396881,0.007783718473228897,0.0050868261605501175,0.878598475710287,12.694739866710776,10,9.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.751086613667127,L2,False
L2/yahpo__lcbench__168868/yahpo,DEHB,0.0653761588037014,0.06729610860347748,0.01441831774797306,0.014284778386354446,0.33741718816583016,9.926165239939447,10,10.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.8269152423140266,L2,False
L2/yahpo__lcbench__168868/yahpo,GP-BO,0.030677035450935364,0.030952018313109876,0.006313883773273942,0.011739693116396666,1308.9541169772037,1323.579683159172,10,1.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.0,L2,False
L2/yahpo__lcbench__168868/yahpo,L-SHADE,0.042010318487882614,0.04656171761453152,0.012079053619029934,0.011240029707551003,0.7596894687225675,11.86439153240621,10,6.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.27008360970490114,L2,False
L2/yahpo__lcbench__168868/yahpo,Random,0.07263916358351707,0.07350788712501526,0.015357949529104178,0.012991303578019142,0.05881455593113249,10.434470214199255,10,11.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,1.0,L2,False
L2/yahpo__lcbench__168868/yahpo,SACMA-DAC,0.03458855673670769,0.0393408477306366,0.014072924252345582,0.008787432685494423,1023.4902546125754,1035.4904290287027,10,3.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.0932155126502081,L2,True
L2/yahpo__lcbench__168868/yahpo,SACMA-MAB,0.0343254916369915,0.033735141903162,0.004229025477739744,0.0032407594844698906,179.6595944371568,192.8337994351279,10,2.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.08694640497089742,L2,True
L2/yahpo__lcbench__168868/yahpo,SMAC,0.04663601145148277,0.05056479498744011,0.012430338615337539,0.012403519824147224,56.54648297002568,67.98606237721648,10,7.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.3803185565356486,L2,False
L2/yahpo__lcbench__168868/yahpo,Sigma-CMA,0.035578636452555656,0.03842135947197676,0.009555997309941451,0.015403051860630512,41.51455347022227,53.0069467915671,10,4.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.1168101147332997,L2,True
L2/yahpo__lcbench__168868/yahpo,TPE,0.05258370190858841,0.05459705628454685,0.0070546201484710065,0.012536590918898582,18.217501133155718,29.84006306794244,10,8.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.5220580421573877,L2,False
L2/yahpo__lcbench__168868/yahpo,WL-CMA,0.04144052043557167,0.04231284074485302,0.006709098620146165,0.007779877632856369,1315.3286219776028,1327.749333642881,10,5.0,0.030677035450935364,0.07263916358351707,0.07263916358351707,0.2565047451985388,L2,True
L2/yahpo__lcbench__34539/yahpo,CMA-ES,0.5220132768154144,0.5122647315263749,0.030612777555872172,0.03241583704948425,0.8326513898084464,11.66502788086401,10,11.0,0.3732661008834839,0.5220132768154144,0.5198512077331543,1.0147495821964876,L2,False
